lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
248,0,73.25341945727705,10,29,4,1,2,0,0,0
150,0,101.33530477470288,7,12,4,5,1,0,0,0
77,0,98.1347757878725,5,27,4,1,0,0,3,0
57,0,111.08304441930666,8,11,4,2,1,1,0,0
64,0,153.0,8,15,4,2,0,1,1,0
82,0,106.93802949967066,4,15,4,3,1,0,3,0
171,0,107.16497417926149,7,15,4,2,0,0,0,0
81,0,117.20716238629743,10,26,4,3,1,0,3,0
110,0,149.53479941851282,8,21,4,3,0,0,3,0
195,0,105.60001617157225,8,12,4,4,2,0,0,0
106,0,140.51294780770777,7,12,4,4,1,0,0,0
5,1,87.66154100522208,3,5,4,2,1,1,0,0
231,0,90.93204996159604,8,26,4,2,1,0,0,0
200,0,85.59353250041589,6,21,4,1,0,0,0,0
170,0,208.5701379632008,10,26,4,2,2,0,5,0
235,1,159.3,9,24,4,2,0,0,3,0
33,0,121.02409742619432,5,19,4,1,1,0,2,0
230,0,137.0,9,6,3,5,0,0,0,0
152,0,136.53854335697986,8,16,3,4,2,1,2,0
208,0,81.26463154011083,8,12,4,4,2,3,0,0
149,0,87.16521853340613,4,9,4,2,2,3,0,0
8,0,79.5582882664446,2,20,3,1,1,2,0,0
236,0,159.3,9,16,4,3,0,0,3,0
169,0,94.98462848453813,7,17,4,3,0,0,0,0
184,0,79.32160054523274,11,16,4,1,0,2,0,0
49,0,79.63452026353812,7,13,3,4,2,0,0,0
90,0,93.21480177315159,4,18,4,2,0,0,0,0
215,0,94.18034747110627,8,10,4,2,0,0,0,0
20,0,157.90736799677606,7,26,3,2,0,0,1,0
70,0,107.1,6,7,4,1,0,2,0,0
17,0,112.63495324250458,5,31,4,3,0,0,2,0
20,0,95.0,4,18,4,1,0,0,0,0
68,0,79.83642312902154,3,15,4,4,1,0,0,0
172,0,104.06172851265978,7,4,4,1,0,0,0,0
130,0,61.141129361698,2,19,4,1,0,0,0,0
34,0,128.2865313291706,8,27,4,4,0,0,0,0
129,0,91.05846146839649,9,20,4,1,1,1,0,0
95,0,91.19955893243605,11,26,4,2,0,0,0,0
96,0,96.39703800343263,9,11,4,2,0,3,0,0
63,0,105.3,6,22,4,2,1,0,0,0
152,0,87.7211712540604,4,3,4,1,1,0,2,0
90,0,139.49763426466131,7,17,4,3,0,0,3,0
150,0,95.321214864307,6,2,3,3,0,2,0,0
1,0,88.81728496746796,4,18,4,1,1,3,0,0
300,0,92.33023478040104,12,26,4,3,1,0,2,0
234,1,241.7164849182124,11,27,3,1,2,0,2,0
56,0,116.1,5,21,4,1,0,3,0,0
75,0,146.8095147909023,9,6,4,2,1,0,3,0
140,0,111.27136163307482,6,30,4,3,0,0,3,0
25,0,71.09187863271829,2,8,4,4,2,0,0,0
59,0,106.86219871992256,4,25,4,2,1,0,0,0
11,1,136.5226159457569,3,27,4,4,1,0,0,0
245,0,107.71206022314655,9,21,4,4,1,0,0,0
9,0,88.99522479100283,4,17,4,0,0,3,0,0
22,0,233.318376966504,9,20,4,3,1,0,5,0
30,0,149.4,7,12,4,2,0,0,3,0
123,2,137.52501865694015,6,21,4,6,2,0,2,0
73,1,113.0338340660542,10,21,4,1,1,0,3,0
320,0,102.24269241797515,9,1,4,3,0,0,0,0
274,0,109.7554595570157,4,17,4,0,1,1,0,0
246,0,82.95889443169624,8,7,4,2,0,0,0,0
55,0,116.1,5,19,4,1,0,3,0,0
131,0,160.65486345718347,7,9,4,2,1,0,3,0
49,0,125.60519900517158,9,17,4,2,0,3,0,0
187,0,244.3467241515593,10,10,3,1,0,0,4,0
53,0,119.06086457701691,4,24,4,2,0,0,3,0
127,0,114.3,8,7,4,1,1,0,0,0
9,0,71.44489172129187,2,23,4,1,0,0,0,0
185,2,166.48794167669385,7,18,4,2,1,0,3,0
36,0,94.35243638569345,6,26,4,0,1,0,0,0
62,0,94.78,4,26,4,4,0,3,0,0
40,0,105.2608551701546,6,27,4,2,0,3,0,0
83,0,119.16210911093886,10,4,4,1,0,0,0,0
21,0,139.1111449016066,5,30,4,2,0,0,0,0
24,0,150.95750830809357,11,24,4,1,1,0,3,0
286,1,80.6578116095418,12,29,4,2,0,3,0,0
241,1,95.26487324564626,11,21,4,1,0,0,0,0
159,0,112.88414975250329,7,26,4,0,0,0,0,0
2,0,79.08523006068339,2,13,4,1,0,3,0,0
101,0,142.24503153863435,7,21,4,2,0,0,3,0
245,1,58.36,12,27,4,5,2,0,0,0
183,0,96.68007560477412,10,13,4,2,0,1,1,0
432,0,70.02053101448725,9,8,4,2,0,0,0,0
147,0,130.0,9,13,3,2,0,0,0,0
193,0,120.62495405612063,6,18,4,2,0,0,0,0
128,0,118.1024609966246,9,10,4,2,0,0,0,0
20,0,141.16777467145337,6,23,4,2,0,1,0,0
72,1,116.41759852981231,9,16,3,2,0,3,0,0
201,0,82.91751833799208,7,12,4,3,0,0,0,0
146,2,132.6009601209839,10,19,4,4,1,0,2,0
172,1,129.4255198015274,7,25,3,1,0,0,1,0
170,1,128.8928419752491,7,25,4,1,0,0,3,0
30,1,135.9,7,26,4,2,0,0,0,0
34,0,140.21517756001478,3,24,4,2,0,0,3,0
72,0,66.14735802249547,3,14,4,1,0,3,0,0
157,0,113.96297077236586,7,13,3,1,0,0,0,0
80,0,131.72121568005738,5,29,4,3,0,0,0,0
187,0,111.48546340218896,8,28,4,4,1,0,0,0
120,0,97.30225415999688,5,7,4,2,1,1,0,0
286,1,117.0,9,16,3,2,0,1,0,0
52,0,78.30103101176947,3,3,4,3,0,0,0,0
99,1,88.98509632347253,7,20,4,2,0,0,0,0
126,0,130.3972345977866,8,6,4,1,1,0,0,0
8,0,76.29,11,27,4,3,2,3,0,0
161,0,80.48177606430797,8,27,4,1,1,3,0,0
130,0,132.3,10,14,4,1,1,0,3,0
204,1,126.9,9,7,4,2,0,0,0,0
280,0,109.01069573316154,10,4,4,3,0,0,2,0
171,0,95.03551158394265,6,22,3,2,0,0,0,0
9,0,78.24244254211277,2,21,4,1,1,2,0,0
97,0,149.9149479118476,7,27,4,5,2,0,3,0
146,0,95.0,4,24,3,0,2,0,0,0
249,0,94.15030312467113,10,28,4,2,1,0,0,0
8,0,90.2036526972661,2,6,4,1,0,1,0,0
48,0,133.87932163876297,7,26,4,3,1,0,2,0
75,0,135.0,10,19,4,1,0,0,0,0
156,1,114.92923864789348,8,9,4,3,0,0,0,0
58,0,126.61144844988536,10,22,4,1,1,1,0,0
94,1,65.96049051163517,7,4,3,2,0,0,0,0
137,0,100.75249740257829,5,15,3,1,1,0,1,0
38,0,116.1,5,13,4,1,0,3,0,0
21,0,165.09693439909285,5,27,4,3,0,0,3,0
194,1,115.61927645265342,8,7,4,3,1,0,0,0
136,0,90.47638034417078,5,28,4,3,0,0,0,0
34,0,162.27796721109507,3,18,4,2,0,0,4,0
153,0,135.54306379099822,9,2,4,2,1,0,0,0
51,0,158.63186622899244,9,17,4,1,1,0,3,0
114,0,166.1711242328966,5,1,4,4,1,0,4,0
18,0,106.08112172669506,4,10,4,0,1,3,0,0
27,0,119.00996156163902,9,18,4,0,1,0,0,0
250,0,92.61801798774513,9,27,3,2,1,0,0,0
32,0,129.2048717529227,10,11,4,2,0,0,0,0
24,0,116.41959177822936,9,3,4,2,1,1,0,0
40,0,82.20377682355586,2,4,4,3,0,0,1,0
200,0,151.13189873891255,9,19,4,4,1,0,0,0
265,0,109.0,6,24,3,2,0,1,0,0
170,0,92.2679591023389,8,4,4,3,1,1,0,0
119,0,190.29935151880346,5,25,4,3,0,0,5,0
33,0,124.2746898284693,9,12,4,4,1,0,1,0
25,0,117.26669056686531,8,16,4,2,0,0,0,0
25,0,152.7080699461614,4,11,4,1,2,0,1,0
41,0,167.19220943205136,6,11,4,1,0,0,3,0
238,0,159.3,9,27,4,2,0,0,3,0
307,0,52.0,11,24,3,2,0,0,0,0
84,0,158.42739128173804,3,24,4,2,1,0,5,0
115,0,131.7739708501036,7,26,4,2,2,0,3,0
151,0,120.33109192903696,7,5,4,4,0,0,3,0
158,0,114.3,7,7,4,2,0,0,0,0
80,0,126.9,5,14,4,1,1,0,0,0
33,0,85.43222970310973,2,13,3,2,0,0,0,0
291,0,109.88835855693297,7,20,3,2,0,1,0,0
132,0,86.64520030822617,7,15,3,2,1,0,0,0
243,0,87.04211438323786,9,3,4,3,1,1,0,0
158,0,115.55782026811289,9,6,4,1,2,0,0,0
2,0,96.13220657139634,6,25,1,0,0,0,0,0
61,0,207.5337280143757,7,10,4,1,1,1,3,0
89,1,157.93308295504704,10,26,4,1,0,0,5,0
19,0,139.0,8,20,4,1,1,3,0,0
186,1,99.45,7,10,4,4,1,0,2,0
93,0,72.25,11,17,4,1,0,0,0,0
218,0,178.6572919796836,9,4,4,3,2,0,2,0
7,0,171.89828482918423,8,6,4,2,2,0,0,0
95,0,126.98978720193256,6,4,4,1,0,0,0,0
12,0,84.96347703375973,2,4,4,2,0,0,0,0
208,0,171.06798347280665,8,2,4,3,0,0,5,0
110,0,59.15893343608923,3,22,3,6,2,0,0,0
33,0,96.33126222246268,4,22,4,0,1,3,0,0
17,0,166.0,7,9,4,1,0,0,3,0
154,1,115.00187588740121,6,4,4,2,0,0,0,0
160,2,124.98434867074418,10,28,4,2,2,0,0,0
214,0,123.63226746861416,6,23,4,3,0,0,0,0
150,0,121.28309120303535,7,7,4,5,1,0,0,0
109,0,93.48077850679793,7,24,4,1,1,1,0,0
44,0,113.52678709002193,4,10,4,3,2,0,3,0
55,0,66.63835787118703,3,10,4,2,0,3,0,0
30,0,127.80827814955288,6,22,4,1,0,0,0,0
45,0,192.19769200508807,6,9,4,2,0,0,5,0
30,0,117.9,5,22,4,1,1,0,0,0
157,2,110.93995954529574,7,16,4,3,1,0,0,0
217,1,120.16730723026423,9,11,4,3,0,0,0,0
132,0,105.84398752577714,7,4,4,4,0,0,0,0
179,0,180.59842394456126,7,12,4,5,1,0,3,0
25,0,158.42852738373253,4,20,4,1,0,0,2,0
142,0,73.93403228069323,8,1,3,1,0,0,0,0
87,1,105.3,3,24,4,2,0,0,0,0
103,0,94.58948117012027,6,16,3,1,0,2,0,0
10,0,107.91003228374133,2,15,4,2,0,0,1,0
179,0,128.7,7,26,4,1,0,0,0,0
24,0,120.24135521950451,4,9,4,2,1,0,2,0
86,0,86.09319600249148,4,2,4,0,1,2,0,0
27,0,66.29,12,1,4,10,4,3,0,0
113,0,120.21130604449321,8,6,3,2,1,0,1,0
349,0,92.72568413396509,10,4,3,5,1,0,0,0
21,1,152.88241478847115,10,17,4,3,0,0,3,0
272,0,90.31654473675343,7,28,4,2,2,0,0,0
34,0,99.41097842711584,5,18,4,0,2,1,0,0
53,0,133.89297584281022,7,8,4,1,1,0,0,0
67,0,140.25370580535127,5,12,4,2,0,0,3,0
328,0,78.03497432442447,12,30,4,1,2,2,0,0
122,0,107.64023817718987,3,27,3,1,1,0,0,0
22,0,92.76031740538104,6,5,4,0,1,0,0,0
195,0,71.10696114105636,11,2,4,2,0,0,0,0
230,0,137.0,9,6,3,5,0,0,0,0
281,0,110.79807105451127,9,21,3,1,1,0,1,0
95,0,100.70621404376458,4,27,4,4,1,0,0,0
96,0,126.04435932613369,6,19,4,3,0,0,1,0
34,0,112.46782594995125,3,23,4,1,0,0,2,0
88,0,116.1,6,13,4,2,0,3,0,0
34,0,154.88712967000052,4,26,4,2,0,0,3,0
60,0,140.4,4,27,4,1,1,0,3,0
63,1,90.74736946484936,10,10,4,3,0,0,0,0
116,0,150.3555439599662,7,19,4,4,1,0,3,0
119,0,86.07161051292609,4,29,4,2,1,3,0,0
115,0,131.55260371901602,7,22,4,4,1,0,3,0
160,0,107.1816456399822,5,23,4,3,1,0,0,0
111,0,101.56260444280629,5,2,3,2,0,0,0,0
25,0,117.18056888113192,4,21,4,1,0,0,0,0
203,0,101.48748449576725,7,5,3,3,0,0,0,0
144,0,97.75,7,6,4,3,0,3,0,0
34,1,74.8,11,18,4,8,4,2,0,0
164,1,93.65229024706765,8,8,4,4,0,0,0,0
48,0,245.2229845734465,7,18,4,2,0,0,4,0
11,0,156.86246221203675,6,3,4,1,1,0,1,0
151,1,105.3,7,18,4,1,0,0,0,0
192,0,110.37330198479926,6,24,3,3,0,0,0,0
109,0,108.22057112326269,6,13,4,4,1,2,0,0
26,0,111.73797084056986,10,2,4,1,0,3,0,0
76,0,200.62182120303976,5,29,4,3,0,0,5,0
178,0,105.33164421761714,7,21,2,3,0,0,3,0
180,0,120.0,10,10,3,2,1,0,0,0
317,0,118.52087778097345,8,15,3,2,0,0,0,0
124,0,72.37660964213865,7,20,3,1,0,0,0,0
37,0,119.95423250016904,11,27,4,2,0,2,0,0
144,0,103.63522123827812,8,15,4,2,1,2,0,0
172,0,92.68443103456866,9,6,4,2,0,0,0,0
189,1,103.3544550831854,8,7,4,1,1,2,0,0
137,0,161.96483184465419,9,25,4,1,1,0,3,0
154,0,186.52801930349517,7,15,4,1,0,0,5,0
104,0,91.2608733489663,9,5,3,2,0,0,0,0
43,1,207.9,9,14,4,3,0,0,5,0
181,0,120.0,10,11,3,2,0,0,0,0
165,0,109.6021166716976,7,24,3,2,1,0,3,0
191,0,88.02670746111795,7,24,4,4,0,1,0,0
28,0,195.07110980642906,5,25,4,2,1,0,3,0
5,0,110.22288577170806,5,24,2,1,0,0,0,0
21,0,164.98178336655394,5,27,4,4,0,0,3,0
51,0,123.3,8,29,4,3,1,0,3,0
158,0,79.3730356905639,11,24,4,1,1,3,0,0
75,0,151.0627897139595,4,28,4,2,2,0,3,0
277,0,78.70206807310275,8,4,4,4,1,0,0,0
41,0,195.02486065173608,4,18,4,2,0,0,5,0
20,0,91.0,2,4,4,1,0,0,0,0
42,0,140.97497968555072,5,14,4,1,0,0,3,0
69,0,94.12652089386481,10,4,4,2,1,0,0,0
229,0,94.8407392038126,8,27,4,2,0,0,0,0
73,0,72.09154174828159,3,17,4,2,1,0,0,0
103,0,115.84179757652865,5,15,3,1,0,2,0,0
151,1,104.63624313072422,10,24,4,2,2,0,1,0
119,0,103.90665024784622,10,26,4,2,0,0,3,0
89,0,100.61319020702533,4,11,4,3,0,0,3,0
30,0,139.5976064614581,5,9,4,6,1,0,3,0
44,0,105.18492766617187,4,26,4,3,0,0,0,0
59,0,86.96200012085892,3,3,4,3,0,0,3,0
19,0,85.0,2,6,4,1,1,0,0,0
84,1,90.34379750393916,3,26,4,1,1,0,0,0
179,0,111.55082826828988,7,23,4,1,1,0,1,0
123,0,106.666557683214,8,3,4,2,1,0,0,0
175,0,124.21821749333826,8,8,3,2,0,0,0,0
218,1,111.70435955072881,12,27,4,4,1,0,3,0
32,2,112.81702088047761,8,29,4,4,1,0,0,0
29,0,77.99249027916795,11,22,4,3,0,0,0,0
34,1,82.2756408254145,3,6,4,4,1,0,0,0
81,0,126.37749044365444,6,20,4,1,1,0,0,0
165,0,99.45,8,7,4,4,2,0,0,0
43,0,145.57269756610322,8,28,4,2,0,0,3,0
78,0,111.77515644978726,7,8,4,1,2,0,0,0
0,0,209.72528569385574,8,14,4,1,0,0,1,0
55,0,135.9465130847357,4,12,4,2,0,0,3,0
34,0,67.5,2,9,4,4,0,3,0,0
11,1,150.28179164750927,9,4,4,1,0,0,0,0
17,0,97.0,3,14,4,1,0,3,0,0
180,0,85.06906242549209,10,26,4,1,1,0,0,0
83,0,78.26600939298052,9,4,4,3,0,1,0,0
24,0,105.5859308930043,10,16,4,1,1,1,0,0
277,0,73.67982789636491,12,23,4,4,1,0,0,0
189,1,103.44654128739518,8,7,4,1,1,2,0,0
67,0,87.1048272282549,3,13,4,4,1,1,0,0
165,0,99.47714226003359,8,1,3,4,1,0,0,0
33,0,140.02101447607836,3,24,4,2,0,0,3,0
128,0,99.4837632366695,9,19,4,2,2,0,1,0
24,0,96.9242810880318,11,25,4,2,1,0,2,0
34,0,70.91252509414576,7,7,3,4,2,0,2,0
176,1,160.45999930224284,8,21,4,5,0,0,1,0
32,0,226.78309624049754,6,19,4,4,1,1,2,0
207,0,85.5,9,28,4,2,1,3,0,0
162,0,96.52802660453257,6,1,4,2,1,0,0,0
123,1,136.95956105816063,6,16,4,1,2,0,2,0
165,0,112.2288401429507,7,24,3,2,0,0,3,0
189,0,123.4192163514755,8,2,4,5,1,0,0,0
151,0,104.20663414956908,10,27,4,3,2,0,3,0
142,0,96.39747836788263,7,26,4,2,1,0,0,0
91,0,76.5,7,30,4,1,0,0,0,0
229,0,97.31238958305866,10,30,4,2,2,0,2,0
58,0,118.30517240623064,4,21,4,2,1,0,3,0
58,0,116.1,6,17,4,1,0,3,0,0
25,0,76.50194578601365,9,19,4,3,1,0,0,0
34,1,109.08996647381886,9,29,4,1,0,2,0,0
309,1,78.08117208264669,11,23,4,4,1,0,0,0
2,0,72.0682228236385,8,10,2,1,0,0,0,0
74,0,86.4,11,20,4,0,0,0,0,0
150,0,115.73798708605992,8,19,4,2,2,0,3,0
148,0,157.58047602908357,9,22,4,1,1,0,1,0
34,0,124.79356976844277,3,23,4,3,1,0,0,0
47,0,157.36035537937036,7,2,4,2,1,0,2,0
297,0,74.79923295919843,5,10,3,2,0,0,0,0
151,1,120.7,7,6,4,3,1,0,3,0
184,0,96.58141259211844,9,12,4,1,0,3,0,0
6,0,127.61739646132955,2,10,4,4,0,0,2,0
121,1,76.5,7,13,4,0,0,0,0,0
88,0,77.13567467736456,6,8,3,3,0,0,0,0
28,0,135.95856729859798,9,17,3,0,0,0,0,0
213,0,130.0,6,7,3,3,0,0,0,0
228,0,90.57630204278813,8,10,4,2,0,0,0,0
115,0,60.0,2,27,3,1,2,0,0,0
62,0,74.88988853039525,2,11,4,2,1,0,0,0
3,0,61.090724018853685,2,14,2,0,1,2,0,0
30,0,88.32176652237513,10,25,4,0,2,3,0,0
0,0,78.33011803779983,10,26,2,1,0,0,0,0
80,0,74.88541516626333,5,2,4,3,1,1,0,0
96,0,91.2728704450762,11,3,4,2,1,0,0,0
66,0,128.34233382415178,3,3,4,1,1,0,2,0
28,0,104.7133965835783,5,21,4,1,1,2,0,0
219,0,163.72177253343563,9,25,4,1,0,0,3,0
23,0,89.0,4,19,4,1,0,3,0,0
151,1,120.7,7,6,4,4,0,0,3,0
27,0,90.3485955768446,2,19,4,0,1,0,0,0
32,1,110.05484829391229,10,29,4,2,1,1,0,0
118,1,79.45025893059427,10,25,4,3,0,3,0,0
306,0,73.99229537207069,11,8,3,7,3,0,0,0
79,0,103.18745321993761,12,26,4,2,1,0,3,0
174,0,139.9716445944321,9,4,4,2,0,0,3,0
53,0,119.05638570773654,4,24,4,2,0,0,3,0
249,0,95.25713608851339,9,26,3,2,1,0,0,0
64,0,117.85834463203055,4,16,4,1,0,1,1,0
116,0,92.89285181043849,7,1,4,1,1,1,0,0
144,1,129.26477121077576,8,21,4,3,0,0,0,0
5,0,89.10371844783621,3,7,4,2,1,2,0,0
39,0,78.68425174804031,3,4,4,2,0,0,0,0
174,0,113.83312315393441,6,6,4,2,2,0,3,0
99,0,126.9,5,5,4,1,0,0,0,0
59,0,77.33939467460883,3,17,4,2,0,0,2,0
257,0,72.54376067719716,11,17,3,4,2,0,0,0
41,0,69.88086050355717,2,11,4,2,1,3,0,0
101,0,86.46607268414542,10,27,3,2,0,3,0,0
100,1,142.72282842122496,7,8,4,2,1,0,3,0
181,1,120.0,10,11,4,1,0,0,0,0
58,0,74.92256334516881,3,18,3,2,1,0,0,0
97,0,77.95365570069052,7,20,4,5,2,0,0,0
184,0,69.43884642683474,10,24,4,3,0,3,0,0
18,0,150.898723876169,6,16,4,1,0,0,0,0
139,1,164.04187647616968,8,25,4,1,1,0,3,0
6,0,89.0,3,21,4,1,0,3,0,0
247,0,91.01276787939608,9,25,3,3,0,0,0,0
28,0,108.39998828773528,5,13,4,3,0,0,2,0
122,0,142.5540046232017,6,30,4,2,1,0,1,0
140,0,151.2,10,6,4,2,1,0,3,0
79,0,137.9529578784549,11,26,4,3,0,0,3,0
14,1,202.57854298226795,7,18,4,3,0,0,5,0
170,1,103.85593261625128,7,25,4,2,1,0,3,0
59,0,130.67275196384747,11,22,4,2,1,0,2,0
57,1,202.94654701085275,3,29,4,4,0,1,4,0
4,0,136.0,8,16,2,4,2,0,0,0
62,0,133.95023969435283,6,18,4,1,1,0,3,0
64,0,126.9,5,18,4,1,1,0,0,0
3,0,162.73870016204873,6,10,4,1,0,0,3,0
29,1,88.0,11,17,4,1,0,3,0,0
16,0,200.33788090100253,5,20,4,2,0,0,5,0
21,1,102.22890736252224,10,1,4,3,0,0,0,0
185,1,122.76085475177442,9,6,4,2,0,0,2,0
104,0,94.5,7,25,4,1,0,3,0,0
151,0,103.50524109210082,7,13,4,1,0,2,0,0
3,0,139.96232057611022,8,20,3,2,2,0,0,0
193,0,65.0,10,15,3,3,0,0,0,0
13,0,106.29699869400928,7,20,2,2,0,0,0,0
64,1,84.84629076119884,11,18,4,1,1,1,0,0
27,0,118.53608225680047,9,18,4,0,1,1,0,0
171,1,114.1081803320931,8,10,3,3,0,0,3,0
69,0,105.44946999641552,4,26,4,2,0,0,0,0
157,0,113.10383074478537,6,7,4,2,0,0,0,0
159,1,146.22724189754416,9,29,4,1,0,0,0,0
97,0,130.00667056731172,6,4,4,4,0,0,0,0
184,0,94.86348456566446,8,29,4,1,0,0,0,0
51,0,94.13173428740595,10,19,4,2,1,0,0,0
10,0,151.0,7,1,4,1,0,0,0,0
206,1,105.31708872499377,9,25,4,4,1,0,0,0
230,1,82.06740168994557,8,1,4,6,2,0,0,0
20,0,63.384068579600665,2,10,3,3,0,2,0,0
34,0,90.6152318937494,11,1,4,3,0,0,0,0
105,0,117.6224897456876,5,5,4,3,0,0,0,0
59,0,130.26539233204784,11,21,4,2,1,0,2,0
120,0,128.16583520110788,8,7,4,2,1,0,2,0
177,0,87.5716126855951,7,2,4,3,0,3,0,0
384,1,90.0,10,21,3,0,1,1,0,0
145,0,115.79923969768568,7,4,4,4,0,0,2,0
200,0,128.45482307313077,8,21,4,6,2,0,1,0
11,0,76.15188946518883,11,18,4,12,5,2,0,0
69,0,140.4,5,2,4,1,1,0,3,0
9,0,148.03228413721232,3,26,4,1,2,0,2,0
40,0,149.3123804186589,2,22,4,1,2,0,2,0
45,0,113.62,4,10,4,4,2,0,3,0
256,1,115.0,6,15,3,1,0,1,0,0
93,0,90.3809824225195,10,31,4,1,1,0,0,0
44,0,89.1,6,22,4,2,0,3,0,0
79,0,60.26043796669402,3,24,4,2,1,0,0,0
75,0,115.31415290086471,4,22,4,1,0,1,1,0
291,0,113.90139092797818,7,19,3,2,0,1,0,0
257,0,110.90010386110778,8,15,3,0,0,0,0,0
53,0,98.27273638981906,9,4,4,0,0,1,0,0
158,1,163.89431089447794,8,4,4,1,1,0,1,0
99,0,84.95484000929895,4,8,4,2,0,3,0,0
78,1,132.4268496049396,10,7,4,2,0,0,2,0
16,0,83.71304593547455,3,4,4,3,1,3,0,0
117,0,99.39971454797954,4,19,4,3,0,0,3,0
126,2,136.78249836742242,11,24,4,1,0,0,3,0
40,0,116.1,5,9,4,3,1,3,0,0
15,0,139.0,9,15,4,1,0,3,0,0
280,1,79.83966263363983,11,25,4,5,1,0,0,0
63,0,94.76368291556304,4,26,4,3,0,3,0,0
100,0,142.41037216862765,7,21,4,3,0,0,3,0
119,0,125.83256174174997,8,15,4,2,0,0,3,0
2,0,125.14218632486903,9,11,4,1,0,0,0,0
84,0,71.28872869756476,11,20,4,0,1,2,0,0
159,1,120.27538794213851,5,26,4,2,0,0,0,0
32,0,152.1,7,4,4,2,2,0,0,0
27,0,113.11846736683734,8,26,4,2,1,0,0,0
2,0,156.8930362756871,6,19,4,1,0,0,3,0
125,1,79.25106919578057,11,26,4,1,1,3,0,0
133,0,81.75321659007513,8,16,4,2,1,0,1,0
77,0,105.3197343472938,11,27,3,1,1,0,1,0
77,0,82.09425301828811,4,8,4,4,1,0,0,0
14,0,166.2405060081076,9,7,2,1,0,0,3,0
12,0,169.0,4,27,4,0,0,0,0,0
304,0,89.0,11,3,4,2,0,0,0,0
57,0,123.3,9,1,4,2,0,0,3,0
139,0,92.03541315773101,8,20,3,0,1,0,0,0
124,0,94.64030344530455,5,5,4,3,0,3,0,0
85,0,166.53948189996802,10,6,4,2,1,0,0,0
191,0,100.26628085956504,7,26,3,3,1,0,2,0
36,0,88.0,11,2,4,2,0,3,0,0
186,1,151.5449024614998,9,8,3,4,1,1,0,0
16,0,232.02184494250244,8,16,4,2,0,0,5,0
4,0,109.96773995465908,8,30,2,2,0,0,0,0
54,0,108.0,9,2,4,2,1,3,0,0
7,0,79.1271613677748,11,14,4,6,2,3,0,0
4,0,163.99232738634052,6,14,4,1,0,0,0,0
155,1,84.71318422337988,10,25,4,2,2,0,0,0
95,2,90.0,11,20,4,0,2,0,0,0
8,0,79.0,2,5,4,0,1,3,0,0
102,0,97.30097999997929,5,8,3,0,1,0,1,0
31,0,152.1,7,3,4,2,1,0,0,0
301,0,100.00916755926032,9,16,3,2,1,0,0,0
16,0,130.57012942711495,3,4,4,3,0,0,3,0
102,0,94.7926218921485,6,17,3,1,1,0,0,0
44,0,112.07435492163476,3,19,4,1,2,0,2,0
10,0,139.75360516283743,5,7,4,1,0,0,0,0
65,0,90.32957121534926,4,1,4,1,0,0,0,0
32,1,90.78216531361524,10,5,4,3,0,0,0,0
51,0,125.40822779818336,5,28,4,1,1,0,3,0
128,0,132.3,10,10,4,4,0,0,3,0
117,0,114.31943710630112,6,6,4,3,0,0,0,0
158,0,114.07727535096384,5,25,4,3,0,0,0,0
124,0,94.34935122842397,5,5,4,2,0,3,0,0
113,0,79.31328530196721,5,10,4,4,2,0,0,0
176,1,157.2420646787647,7,23,4,2,0,0,1,0
133,0,89.02851445336131,4,28,4,2,0,2,0,0
91,0,118.67944904398306,6,28,4,3,0,0,1,0
32,0,216.24729981605697,10,5,4,1,0,0,5,0
44,1,97.47542145750003,11,21,4,2,0,0,0,0
204,0,99.96161028330789,5,5,3,2,0,0,0,0
65,0,142.01602466623507,7,4,4,0,0,0,1,0
199,2,127.80613715127656,8,13,4,4,1,0,2,0
12,0,85.49532964404423,11,1,4,3,0,0,0,0
33,0,80.53320298374997,3,11,3,2,1,2,0,0
10,0,256.4871354702245,6,25,4,3,1,0,5,0
125,0,78.74037600077152,8,13,3,2,1,0,0,0
189,1,109.64726086208931,8,20,4,4,1,0,2,0
27,0,107.09360069565058,6,12,4,1,2,0,2,0
143,0,151.2,10,4,4,4,0,0,3,0
58,0,115.56688819385394,6,18,4,1,1,2,0,0
75,0,70.03176223234753,3,17,4,2,0,0,0,0
174,0,125.1,9,6,3,3,0,0,0,0
155,0,106.31586983534697,7,24,4,2,0,0,0,0
189,2,111.36457324230787,8,17,4,4,0,0,3,0
37,0,151.83034935918826,10,15,4,2,0,0,3,0
309,0,74.39979092197078,11,9,4,5,2,0,0,0
264,1,78.36125180953997,11,20,4,1,1,0,0,0
82,0,83.15740159621687,10,28,4,0,0,1,0,0
48,0,66.09786788245142,3,6,4,2,1,3,0,0
121,0,97.54,7,25,4,2,1,0,1,0
24,0,67.52894769754967,11,21,2,1,0,0,0,0
158,0,94.5,8,4,4,1,0,3,0,0
17,1,140.0,10,29,4,1,1,0,0,0
70,0,150.01986705819422,9,16,4,2,0,0,3,0
26,0,154.83740601963012,11,3,4,1,1,0,3,0
36,0,114.34095790172465,6,26,4,1,2,0,0,0
14,0,62.02012734397551,3,11,3,2,1,3,0,0
0,0,112.77853363827698,7,29,4,1,0,3,0,0
167,0,106.60240230580003,7,22,3,1,1,0,1,0
12,0,79.0,2,5,4,3,1,3,0,0
166,0,109.70402083952634,10,1,3,2,0,0,0,0
